Date,RF,MKT_RF,SMB,HML,STOCK_Excess,STOCK,MKT
2019-01-01,3e-05,0.017405257038003562,0.005409327721046652,-0.0003533584300025344,0.03693302267528431,0.03696302267528431,0.01743525703800356
2019-01-02,3e-05,-0.004159373705408328,-0.0053547094809760915,0.0031536592686696994,-0.006575784743331722,-0.006545784743331722,-0.0041293737054083285
2019-01-03,3e-05,0.0008282016367858441,0.006911904532446115,-0.004681622439501959,0.005012833438668589,0.0050428334386685885,0.0008582016367858441
2019-01-04,3e-05,0.004575162829965078,0.0006211076099067877,0.0032269378934915746,-0.004939835683931215,-0.004909835683931215,0.004605162829965078
2019-01-05,3e-05,-0.007389230286257386,0.0046100046943991025,-0.0017344903669066645,-0.0041435668260484775,-0.004113566826048478,-0.007359230286257386
2019-01-06,3e-05,0.0005206557290594813,0.009370227469510996,0.006080179564688074,0.008039279534299369,0.008069279534299369,0.0005506557290594812
2019-01-07,3e-05,0.0004910961414206864,-0.00391355975625651,0.007911501008750994,-0.005910784513590784,-0.0058807845135907845,0.0005210961414206863
2019-01-08,3e-05,-0.017047243063454207,-0.00480006915796194,0.010162885835085924,-0.024738413714463028,-0.02470841371446303,-0.01701724306345421
2019-01-09,3e-05,0.010676580056634933,0.0026604062212225413,-0.0011931019500540955,0.00872726812311872,0.00875726812311872,0.010706580056634933
2019-01-10,3e-05,0.006504985159195495,-0.006089835893533549,-0.008352907517817611,0.012793659841332027,0.012823659841332028,0.0065349851591954946
2019-01-11,3e-05,-0.005754289739667597,-0.004280155113231521,-0.010358966627858368,0.0040007743646618184,0.004030774364661818,-0.005724289739667598
2019-01-12,3e-05,-0.0012154826119572116,-0.0005808490886307551,-0.0020004787050094466,0.0016136162050175134,0.0016436162050175135,-0.0011854826119572115
2019-01-13,3e-05,0.005552993741967516,0.0010411465313428724,-0.008745316422414946,0.01277240441503507,0.01280240441503507,0.005582993741967516
2019-01-14,3e-05,-0.00211356415191647,-0.007360235818894119,-0.010118383818613658,-0.0031471218454557663,-0.003117121845455766,-0.00208356415191647
2019-01-15,3e-05,-0.001927490786725466,-0.0021927323634484378,-0.0023510441918736047,-0.007950372265922325,-0.007920372265922324,-0.001897490786725466
2019-01-16,3e-05,-0.014032414124907907,0.003594451584111417,-0.006144562026135207,-0.020445071138841413,-0.020415071138841414,-0.014002414124907906
2019-01-17,3e-05,0.006045803118918879,0.008157965418937799,0.0039046322760198492,0.006401791475574162,0.006431791475574162,0.0060758031189188785
2019-01-18,3e-05,0.0017388090528703843,-0.011656183650039523,0.011401458588651965,-0.004040692230235942,-0.004010692230235942,0.0017688090528703844
2019-01-19,3e-05,0.003244599237599636,0.007922669883785882,-0.0015789167347927758,0.007222153717583038,0.007252153717583038,0.003274599237599636
2019-01-20,3e-05,-0.0147652453186984,0.005379631932939825,0.0016623331934249505,-0.007925418479401154,-0.007895418479401154,-0.0147352453186984
2019-01-21,3e-05,0.017006996911864757,-0.006396422500171174,-0.009675140434371647,0.025584757211165876,0.025614757211165875,0.017036996911864756
2019-01-22,3e-05,0.00204335535456358,-0.008700658826270408,0.0008794760401973316,0.010548775589622961,0.010578775589622962,0.00207335535456358
2019-01-23,3e-05,-0.003371399432863881,0.002598445209960946,-0.004410452935546537,0.003966398164609275,0.003996398164609275,-0.003341399432863881
2019-01-24,3e-05,0.02079072220761112,-0.0024102909105385073,-0.006796309081358652,0.023308394071045426,0.023338394071045425,0.02082072220761112
2019-01-25,3e-05,4.6139701393539114e-05,0.000914244777874551,-0.011367527108896897,0.003373596249521308,0.003403596249521308,7.613970139353911e-05
2019-01-26,3e-05,-0.014006786991465748,0.005249199244521785,0.009401929109445636,-0.029621018973682686,-0.029591018973682687,-0.013976786991465748
2019-01-27,3e-05,-0.003552278554276867,-0.0021253146630731048,-0.009874585257944761,0.010077693821699207,0.010107693821699208,-0.003522278554276867
2019-01-28,3e-05,-0.022383151019717225,0.0010708678306521194,-0.007443383212718885,-0.029671003403474117,-0.029641003403474118,-0.022353151019717226
2019-01-29,3e-05,0.010993965493432548,0.0029413934049582705,-0.00013084123459301881,0.011059398520384862,0.011089398520384862,0.011023965493432548
2019-01-30,3e-05,-0.0036647431852001853,0.005415281145445512,0.0015475274163396318,0.01189600442537563,0.011926004425375631,-0.0036347431852001852
2019-01-31,3e-05,-0.006925535252045678,0.010631224188282537,0.0015747657922792926,-0.01300505846212156,-0.01297505846212156,-0.006895535252045678
2019-02-01,3e-05,0.011224701315754955,0.0102669921999415,0.0004746512802261089,0.01248128095807448,0.01251128095807448,0.011254701315754956
2019-02-02,3e-05,-0.016010755894058388,0.0015413397501886361,-0.005527205474157163,-0.018068704927677297,-0.0180387049276773,-0.01598075589405839
2019-02-03,3e-05,0.00585429356326091,-0.0013113103978626827,0.004437770981987491,0.0009137689345489492,0.0009437689345489492,0.00588429356326091
2019-02-04,3e-05,-0.020144148031211756,0.014280278567167163,0.0009931860843281563,-0.018009202489114008,-0.01797920248911401,-0.020114148031211757
2019-02-05,3e-05,-0.006121593396668087,0.003927022662754592,-0.008870670260584275,-0.0021066694133446006,-0.0020766694133446005,-0.0060915933966680874
2019-02-06,3e-05,-0.011542198455997327,0.002653605316400474,0.009455109543557131,-0.009679509947091321,-0.00964950994709132,-0.011512198455997326
2019-02-07,3e-05,0.015119756272135241,-0.006475295190211899,-0.0022055589153844456,0.015083987488113446,0.015113987488113446,0.015149756272135242
2019-02-08,3e-05,0.01816160877929334,0.004751342335015504,0.005538435688144028,0.028062883530255246,0.028092883530255245,0.01819160877929334
2019-02-09,3e-05,-0.002794137519130651,-0.004538449733757823,-0.008877028468722431,-0.006095781871060654,-0.006065781871060654,-0.002764137519130651
2019-02-10,3e-05,0.008907332421435358,-0.0026331411260985624,-0.007283724258469337,0.01590341017046977,0.01593341017046977,0.008937332421435358
2019-02-11,3e-05,-0.0012998640125235033,-0.00787065546956246,-0.003582168431392882,0.005334558835717351,0.0053645588357173505,-0.0012698640125235032
2019-02-12,3e-05,0.006180618873279819,-0.0029957615285523187,-0.004288525023474136,-0.006742891058229157,-0.006712891058229157,0.0062106188732798185
2019-02-13,3e-05,-0.007028371964214648,0.00047322059082583476,0.005940658684643535,-0.011259817074213791,-0.011229817074213791,-0.006998371964214648
2019-02-14,3e-05,-0.016583392031670557,-0.008854941784392415,-0.009873935136512227,-0.020068594247266803,-0.020038594247266804,-0.01655339203167056
2019-02-15,3e-05,-0.01753098658479741,-0.005241005833001953,0.0008569155504657235,-0.03838385855253264,-0.038353858552532635,-0.01750098658479741
2019-02-16,3e-05,0.0043312185175751194,-0.0003637874362970642,-0.006212420815462179,-0.01805922692726518,-0.01802922692726518,0.004361218517575119
2019-02-17,3e-05,0.022975950528076997,-0.007437431189896535,0.002975240601807376,0.026457020413986624,0.026487020413986623,0.023005950528076996
2019-02-18,3e-05,0.0031941163050788705,-0.007373655066207174,0.00112326595214988,-0.004516493676720013,-0.004486493676720014,0.0032241163050788705
2019-02-19,3e-05,-0.004746046194008523,-0.004864309268216566,-0.00342735837457401,-0.0007431375394066015,-0.0007131375394066015,-0.0047160461940085234
2019-02-20,3e-05,0.019620188623319407,-0.008299568064892324,0.013218508731054186,0.01747050439862612,0.01750050439862612,0.019650188623319405
2019-02-21,3e-05,0.0028730184663719347,0.0037694866364179624,-0.0003883394969639257,0.004899428293309842,0.004929428293309841,0.002903018466371935
2019-02-22,3e-05,0.0015143398521161545,-0.005830325484621087,0.006464735553149182,-0.004626740727611269,-0.004596740727611269,0.0015443398521161546
2019-02-23,3e-05,0.0030257773555531753,0.004695563242029239,-0.008078704241940815,0.007910217558537868,0.007940217558537868,0.0030557773555531754
2019-02-24,3e-05,-0.0008237719756684716,0.005625483542794821,-0.0008536571832463835,-0.005813888923478722,-0.005783888923478722,-0.0007937719756684717
2019-02-25,3e-05,-0.0025947634058888043,-0.007052916383733387,0.0004258395082238411,-0.010140052216241199,-0.010110052216241198,-0.002564763405888804
2019-02-26,3e-05,-0.01384963466035554,0.0003446261022955005,0.0007284829541844015,-0.010400440979813016,-0.010370440979813015,-0.01381963466035554
2019-02-27,3e-05,0.0055162412318104075,-0.002758613297664221,-0.002167114989426512,0.003903943737772472,0.003933943737772472,0.005546241231810407
2019-02-28,3e-05,-0.00044775450439894164,-0.0066923087416834,-0.0050712059321724925,0.001797271417187234,0.001827271417187234,-0.0004177545043989416
2019-03-01,3e-05,0.012430859223440107,-0.0018989528881006624,-0.018657464753003266,0.017783944119677597,0.017813944119677596,0.012460859223440108
2019-03-02,3e-05,-0.003188184684478463,-0.0013409203868286659,-0.00350103362841578,-0.006386671373126649,-0.00635667137312665,-0.003158184684478463
2019-03-03,3e-05,-0.018563698785304682,0.004349140207848262,-0.005595795826394407,-0.027139289043350903,-0.027109289043350904,-0.018533698785304684
2019-03-04,3e-05,-0.0004961063189486449,0.006229738099726383,-0.0016218543981232978,0.008891542078461614,0.008921542078461615,-0.0004661063189486449
2019-03-05,3e-05,0.01749537296746681,-0.006475870774410983,0.0050707486020855,0.0107544688956634,0.010784468895663401,0.01752537296746681
2019-03-06,3e-05,-0.0033342312293151255,-0.002326626015277087,0.013225641678557968,-0.00463333724943462,-0.00460333724943462,-0.0033042312293151254
2019-03-07,3e-05,-0.008398568610207493,0.003271718111290056,0.003116721348390015,-0.02180703038257985,-0.021777030382579853,-0.008368568610207492
2019-03-08,3e-05,-0.01143591922258183,0.007142864616594191,0.006031405783223254,-0.009946821837721363,-0.009916821837721362,-0.01140591922258183
2019-03-09,3e-05,-0.010000168110753733,-0.01450453442704246,0.0037137664034480504,-0.015517426419685102,-0.015487426419685101,-0.009970168110753732
2019-03-10,3e-05,-0.0025019373680016306,0.007747972998334166,0.004304097132854862,-0.005879359279128164,-0.005849359279128164,-0.0024719373680016305
2019-03-11,3e-05,-0.011299820934582053,-0.0009041752074807751,0.003488436534885002,-0.02752272199425094,-0.02749272199425094,-0.011269820934582052
2019-03-12,3e-05,0.015476391155975835,0.0092691076983396,-0.0016201274597060884,0.021318911433765502,0.0213489114337655,0.015506391155975836
2019-03-13,3e-05,-0.0023263523607538043,-0.0024349791785663153,-0.001989806322619381,-0.0025843464124964527,-0.0025543464124964527,-0.002296352360753804
2019-03-14,3e-05,0.0015864837149473017,-0.004871611148637071,0.0019524273143990524,-0.004630931089220539,-0.00460093108922054,0.0016164837149473018
2019-03-15,3e-05,0.014882395207337567,0.00036917464144716047,0.010770039193933377,0.010432234413371835,0.010462234413371836,0.014912395207337567
2019-03-16,3e-05,0.015533185204169108,0.007099474935292284,0.004676913951471525,0.02773997324262733,0.027769973242627328,0.015563185204169109
2019-03-17,3e-05,-0.0016273296701756084,0.00028365787105001845,0.009650150992772735,-0.004696029357870909,-0.0046660293578709095,-0.0015973296701756083
2019-03-18,3e-05,0.003819742154884982,-0.014011555722420748,-0.007777836035256706,-0.0028147571588020347,-0.0027847571588020346,0.003849742154884982
2019-03-19,3e-05,0.007850265843773598,0.004195820129503981,0.001596084142809449,0.01745956174630514,0.01748956174630514,0.007880265843773599
2019-03-20,3e-05,-0.001428554603497804,-0.00953598274544625,0.002404723479958367,-0.006202437408021487,-0.0061724374080214875,-0.001398554603497804
2019-03-21,3e-05,-0.017280128529585086,-0.0057582629125021555,0.0031429102324131864,-0.029259549055722915,-0.029229549055722916,-0.017250128529585088
2019-03-22,3e-05,0.007047057037031101,-0.006855691788097359,-0.00822405887924987,0.014240088278400561,0.014270088278400562,0.007077057037031101
2019-03-23,3e-05,0.009443523048205327,-0.010906818438790473,-0.011041413614473413,0.006277208435936965,0.006307208435936964,0.009473523048205328
